Customer_id,Age,Income_level,Number_of_credit_cards,Education,Car_loans,Credit_rating
A00001036,39,High,5 or more,College,None or 1,Good
A00001037,54,High,5 or more,College,More than 2,Good
A00001038,37,Medium,Less than 5,High school,None or 1,Good
A00001039,40,Low,5 or more,High school,More than 2,Good
A00001040,33,Medium,Less than 5,High school,None or 1,Good
A00001041,31,Medium,5 or more,High school,More than 2,Good
A00001042,34,Medium,5 or more,High school,More than 2,Good
A00001043,38,High,5 or more,College,None or 1,Good
A00001044,48,High,5 or more,College,More than 2,Good
A00001045,44,Medium,5 or more,College,More than 2,Good
A00001046,39,Medium,Less than 5,College,None or 1,Good
A00001047,39,Medium,5 or more,High school,More than 2,Good
A00001048,34,Medium,Less than 5,High school,None or 1,Good
A00001049,36,Medium,Less than 5,College,None or 1,Good
A00001050,32,Medium,Less than 5,High school,None or 1,Good
A00001051,29,Medium,5 or more,College,More than 2,Good
A00001052,38,Medium,Less than 5,College,None or 1,Good
A00001053,34,High,5 or more,High school,More than 2,Good
A00001054,27,Medium,5 or more,High school,More than 2,Good
A00001055,22,High,Less than 5,High school,None or 1,Good
A00001056,43,Medium,Less than 5,College,None or 1,Good
A00001057,40,Low,5 or more,College,More than 2,Good
A00001058,21,Medium,5 or more,College,None or 1,Good
A00001059,38,Medium,5 or more,College,More than 2,Good
A00001060,43,High,Less than 5,College,None or 1,Good
A00001061,36,Medium,5 or more,High school,More than 2,Good
A00001062,40,High,5 or more,High school,More than 2,Good
A00001063,38,Medium,5 or more,High school,More than 2,Good
A00001064,30,High,Less than 5,College,More than 2,Good
A00001065,34,Medium,Less than 5,College,None or 1,Good
A00001066,32,Medium,Less than 5,College,None or 1,Good
A00001067,47,Medium,Less than 5,High school,None or 1,Good
A00001068,36,High,Less than 5,High school,None or 1,Good
A00001069,27,High,Less than 5,High school,None or 1,Good
A00001070,30,High,5 or more,High school,More than 2,Good
A00001071,28,High,Less than 5,College,More than 2,Good
A00001072,29,High,5 or more,High school,More than 2,Good
A00001073,42,Medium,Less than 5,High school,None or 1,Good
A00001074,52,Medium,Less than 5,College,More than 2,Good
A00001075,34,Medium,Less than 5,High school,None or 1,Good
A00001076,43,High,Less than 5,College,None or 1,Good
A00001077,30,Medium,Less than 5,College,None or 1,Good
A00001078,38,Medium,5 or more,High school,More than 2,Good
A00001079,28,Medium,Less than 5,High school,None or 1,Good
A00001080,47,Medium,Less than 5,High school,None or 1,Good
A00001081,40,High,5 or more,College,More than 2,Good
A00001082,58,Medium,5 or more,High school,None or 1,Good
A00001083,25,High,5 or more,College,More than 2,Good
A00001084,37,Medium,5 or more,High school,More than 2,Good
A00001085,40,High,5 or more,High school,None or 1,Good
A00001086,40,Medium,Less than 5,College,None or 1,Good
A00001087,43,High,Less than 5,College,None or 1,Good
A00001088,45,Medium,Less than 5,College,None or 1,Good
A00001089,21,High,5 or more,High school,More than 2,Good
A00001090,41,High,Less than 5,College,None or 1,Good
A00001091,48,Low,5 or more,High school,None or 1,Good
A00001092,47,Medium,5 or more,High school,More than 2,Good
A00001093,33,Medium,5 or more,High school,More than 2,Good
A00001094,28,Medium,Less than 5,College,None or 1,Good
A00001095,50,Medium,5 or more,College,More than 2,Good
A00001096,36,High,Less than 5,College,None or 1,Good
A00001097,42,High,5 or more,College,More than 2,Good
A00001098,35,Medium,Less than 5,College,None or 1,Good
A00001099,34,High,Less than 5,College,None or 1,Good
A00001100,40,High,Less than 5,High school,None or 1,Good
A00001101,42,High,5 or more,College,More than 2,Good
A00001102,33,High,5 or more,High school,More than 2,Good
A00001103,26,High,5 or more,High school,None or 1,Good
A00001104,25,High,5 or more,High school,More than 2,Good
A00001105,30,Medium,5 or more,High school,More than 2,Good
A00001106,28,High,Less than 5,High school,None or 1,Good
A00001107,36,High,5 or more,College,More than 2,Good
A00001108,44,Medium,Less than 5,College,None or 1,Good
A00001109,35,High,5 or more,College,More than 2,Good
A00001110,41,High,5 or more,High school,More than 2,Good
A00001111,37,Medium,5 or more,High school,More than 2,Good
A00001112,38,High,Less than 5,High school,None or 1,Good
A00001113,47,Medium,Less than 5,High school,None or 1,Good
A00001114,31,Low,5 or more,High school,More than 2,Good
A00001115,36,Low,Less than 5,College,More than 2,Good
A00001116,55,Medium,Less than 5,High school,None or 1,Good
A00001117,27,Medium,Less than 5,High school,None or 1,Good
A00001118,37,High,Less than 5,High school,None or 1,Good
A00001119,28,High,5 or more,College,More than 2,Good
A00001120,42,High,5 or more,College,More than 2,Good
A00001121,40,High,Less than 5,High school,None or 1,Good
A00001122,40,High,5 or more,College,More than 2,Good
A00001123,41,High,5 or more,College,More than 2,Good
A00001124,35,High,5 or more,College,More than 2,Good
A00001125,38,Medium,Less than 5,College,None or 1,Good
A00001126,28,Low,5 or more,High school,More than 2,Good
A00001127,48,Medium,Less than 5,College,More than 2,Good
A00001128,44,Low,Less than 5,College,None or 1,Good
A00001129,28,Medium,5 or more,College,More than 2,Good
A00001130,23,Medium,5 or more,High school,More than 2,Good
A00001131,28,Medium,Less than 5,College,None or 1,Good
A00001132,32,Medium,5 or more,College,More than 2,Good
A00001133,33,Medium,5 or more,College,More than 2,Good
A00001134,22,High,Less than 5,College,None or 1,Good
A00001135,34,High,Less than 5,High school,None or 1,Good
A00001136,36,High,Less than 5,College,None or 1,Good
A00001137,36,Medium,Less than 5,College,More than 2,Good
A00001138,28,High,Less than 5,College,None or 1,Good
A00001139,43,Medium,5 or more,College,More than 2,Good
A00001140,47,High,Less than 5,High school,None or 1,Good
A00001141,36,High,Less than 5,College,None or 1,Good
A00001142,31,Medium,5 or more,College,None or 1,Good
A00001143,48,High,5 or more,High school,More than 2,Good
A00001144,59,High,5 or more,College,More than 2,Good
A00001145,32,Low,Less than 5,High school,None or 1,Good
A00001146,48,High,5 or more,College,None or 1,Good
A00001147,46,Medium,Less than 5,College,None or 1,Good
A00001148,41,Medium,5 or more,High school,More than 2,Good
A00001149,36,Medium,5 or more,High school,More than 2,Good
A00001150,34,Medium,Less than 5,High school,More than 2,Good
A00001151,34,Medium,Less than 5,College,None or 1,Good
A00001152,49,High,5 or more,College,More than 2,Good
A00001153,38,High,Less than 5,College,None or 1,Good
A00001154,35,Medium,5 or more,College,More than 2,Good
A00001155,46,Medium,Less than 5,High school,None or 1,Good
A00001156,21,High,Less than 5,College,None or 1,Good
A00001157,31,High,5 or more,High school,More than 2,Good
A00001158,42,High,5 or more,High school,More than 2,Good
A00001159,40,Medium,Less than 5,High school,None or 1,Good
A00001160,31,High,Less than 5,High school,None or 1,Good
A00001161,41,High,Less than 5,College,None or 1,Good
A00001162,35,High,5 or more,High school,More than 2,Good
A00001163,43,High,5 or more,High school,More than 2,Good
A00001164,32,Medium,Less than 5,High school,None or 1,Good
A00001165,39,Medium,Less than 5,High school,None or 1,Good
A00001166,51,Medium,Less than 5,High school,None or 1,Good
A00001167,36,Medium,Less than 5,High school,None or 1,Good
A00001168,42,High,Less than 5,College,None or 1,Good
A00001169,21,Medium,Less than 5,College,None or 1,Good
A00001170,32,Medium,Less than 5,High school,None or 1,Good
A00001171,45,High,5 or more,College,More than 2,Good
A00001172,41,Medium,Less than 5,College,None or 1,Good
A00001173,57,Medium,Less than 5,High school,None or 1,Good
A00001174,49,Medium,Less than 5,High school,None or 1,Good
A00001175,38,High,5 or more,College,More than 2,Good
A00001176,42,High,5 or more,College,More than 2,Good
A00001177,49,High,5 or more,College,More than 2,Good
A00001178,40,High,Less than 5,College,None or 1,Good
A00001179,33,High,Less than 5,College,None or 1,Good
A00001180,23,Medium,5 or more,High school,More than 2,Good
A00001181,39,High,5 or more,College,More than 2,Good
A00001182,34,Medium,Less than 5,College,None or 1,Good
A00001183,37,Medium,Less than 5,College,None or 1,Good
A00001184,28,High,Less than 5,College,None or 1,Good
A00001185,29,High,5 or more,College,More than 2,Good
A00001186,47,High,Less than 5,College,None or 1,Good
A00001187,27,Low,Less than 5,High school,None or 1,Good
A00001188,29,Medium,5 or more,College,None or 1,Good
A00001189,50,High,5 or more,High school,More than 2,Good
A00001190,40,High,5 or more,College,More than 2,Good
A00001191,33,Medium,Less than 5,College,More than 2,Good
A00001192,37,Medium,Less than 5,High school,None or 1,Good
A00001193,32,High,Less than 5,High school,None or 1,Good
A00001194,38,High,5 or more,College,More than 2,Good
A00001195,40,Medium,Less than 5,College,None or 1,Good
A00001196,41,Medium,5 or more,College,More than 2,Good
A00001197,26,High,Less than 5,High school,More than 2,Good
A00001198,36,Medium,5 or more,College,More than 2,Good
A00001199,41,High,Less than 5,College,None or 1,Good
A00001200,51,High,5 or more,College,More than 2,Good
A00001201,27,Medium,Less than 5,College,None or 1,Good
A00001202,30,Low,Less than 5,College,None or 1,Good
A00001203,41,Medium,Less than 5,High school,None or 1,Good
A00001204,25,Medium,Less than 5,High school,None or 1,Good
A00001205,40,Low,5 or more,High school,More than 2,Good
A00001206,,Medium,5 or more,High school,More than 2,Good
A00001207,21,Medium,Less than 5,High school,None or 1,Good
A00001208,29,High,5 or more,College,More than 2,Good
A00001209,36,High,Less than 5,College,None or 1,Good
A00001210,28,High,Less than 5,High school,None or 1,Good
A00001211,28,High,5 or more,College,More than 2,Good
A00001212,37,High,5 or more,College,More than 2,Good
A00001213,35,High,5 or more,High school,More than 2,Good
A00001214,43,Medium,5 or more,High school,More than 2,Good
A00001215,38,Medium,5 or more,College,More than 2,Good
A00001216,42,High,Less than 5,College,None or 1,Good
A00001217,28,Medium,Less than 5,College,None or 1,Good
A00001218,36,High,5 or more,College,More than 2,Good
A00001219,33,High,5 or more,High school,None or 1,Good
A00001220,33,Medium,5 or more,High school,More than 2,Good
A00001221,28,High,Less than 5,College,None or 1,Good
A00001222,28,Medium,5 or more,College,More than 2,Good
A00001223,38,Medium,Less than 5,High school,None or 1,Good
A00001224,31,High,5 or more,High school,More than 2,Good
A00001225,53,High,5 or more,College,More than 2,Good
A00001226,34,High,Less than 5,College,None or 1,Good
A00001227,45,Medium,Less than 5,College,None or 1,Good
A00001228,30,High,5 or more,High school,None or 1,Good
A00001229,21,High,5 or more,College,More than 2,Good
A00001230,29,High,Less than 5,High school,None or 1,Good
A00001231,39,High,Less than 5,College,None or 1,Good
A00001232,39,Medium,Less than 5,High school,None or 1,Good
A00001233,49,High,Less than 5,College,None or 1,Good
A00001234,42,Medium,Less than 5,High school,None or 1,Good
A00001235,32,Medium,Less than 5,College,None or 1,Good
A00001236,42,High,Less than 5,College,None or 1,Good
A00001237,48,High,Less than 5,High school,None or 1,Good
A00001238,34,High,5 or more,High school,More than 2,Good
A00001239,42,Medium,Less than 5,College,None or 1,Good
A00001240,26,High,Less than 5,High school,None or 1,Good
A00001241,31,High,Less than 5,High school,None or 1,Good
A00001242,34,High,5 or more,High school,More than 2,Good
A00001243,28,High,Less than 5,High school,None or 1,Good
A00001244,36,Medium,Less than 5,College,None or 1,Good
A00001245,53,High,5 or more,High school,None or 1,Good
A00001246,43,,Less than 5,College,None or 1,Good
A00001247,39,High,5 or more,High school,More than 2,Good
A00001248,29,Medium,Less than 5,College,None or 1,Good
A00001249,47,High,Less than 5,High school,None or 1,Good
A00001250,32,Low,5 or more,High school,None or 1,Good
A00001251,26,Low,Less than 5,College,None or 1,Good
A00001252,46,High,5 or more,High school,More than 2,Good
A00001253,41,Medium,5 or more,College,More than 2,Good
A00001254,46,High,5 or more,College,More than 2,Good
A00001255,26,High,5 or more,High school,More than 2,Good
A00001256,57,High,5 or more,High school,More than 2,Good
A00001257,52,Medium,Less than 5,College,None or 1,Good
A00001258,43,Low,5 or more,College,More than 2,Good
A00001259,46,High,Less than 5,College,None or 1,Good
A00001260,23,High,Less than 5,High school,None or 1,Good
A00001261,24,High,Less than 5,College,None or 1,Good
A00001262,25,High,Less than 5,High school,None or 1,Good
A00001263,35,Medium,Less than 5,High school,None or 1,Good
A00001264,41,Low,5 or more,College,More than 2,Good
A00001265,44,High,Less than 5,High school,None or 1,Good
A00001266,41,Medium,5 or more,High school,More than 2,Good
A00001267,34,High,Less than 5,High school,More than 2,Good
A00001268,45,Low,Less than 5,High school,None or 1,Good
A00001269,36,High,5 or more,High school,More than 2,Good
A00001270,20,Medium,Less than 5,College,None or 1,Good
A00001271,43,High,5 or more,High school,More than 2,Good
A00001272,30,Medium,5 or more,College,More than 2,Good
A00001273,21,Low,Less than 5,College,None or 1,Good
A00001274,47,Medium,Less than 5,High school,None or 1,Good
A00001275,28,Medium,Less than 5,College,More than 2,Good
A00001276,46,Low,Less than 5,High school,None or 1,Good
A00001277,43,High,Less than 5,College,None or 1,Good
A00001278,33,Medium,5 or more,High school,More than 2,Good
A00001279,25,High,Less than 5,High school,None or 1,Good
A00001280,33,High,5 or more,High school,More than 2,Good
A00001281,35,Medium,Less than 5,High school,More than 2,Good
A00001282,51,High,5 or more,High school,More than 2,Good
A00001283,35,High,5 or more,College,More than 2,Good
A00001284,24,Medium,Less than 5,High school,More than 2,Good
A00001285,47,High,5 or more,College,More than 2,Good
A00001286,29,High,5 or more,High school,More than 2,Good
A00001287,39,High,5 or more,High school,More than 2,Good
A00001288,37,High,5 or more,High school,None or 1,Good
A00001289,26,Medium,Less than 5,High school,None or 1,Good
A00001290,39,Low,Less than 5,High school,None or 1,Good
A00001291,40,High,5 or more,High school,More than 2,Good
A00001292,33,Medium,Less than 5,High school,More than 2,Good
A00001293,44,High,Less than 5,College,None or 1,Good
A00001294,46,Medium,5 or more,High school,None or 1,Good
A00001295,47,High,5 or more,College,More than 2,Good
A00001296,48,High,5 or more,High school,More than 2,Good
A00001297,32,Medium,Less than 5,College,More than 2,Good
A00001298,32,High,Less than 5,College,More than 2,Good
A00001299,39,High,5 or more,College,More than 2,Good
A00001300,44,High,Less than 5,High school,None or 1,Good
A00001301,30,Medium,Less than 5,College,None or 1,Good
A00001302,35,Medium,Less than 5,High school,None or 1,Good
A00001303,34,High,5 or more,High school,More than 2,Good
A00001304,41,Medium,Less than 5,College,None or 1,Good
A00001305,37,High,5 or more,High school,More than 2,Good
A00001306,34,Medium,5 or more,College,None or 1,Good
A00001307,29,Medium,Less than 5,College,More than 2,Good
A00001308,45,High,5 or more,College,More than 2,Good
A00001309,27,High,5 or more,High school,More than 2,Good
A00001310,49,High,5 or more,College,More than 2,Good
A00001311,33,Medium,Less than 5,College,More than 2,Good
A00001312,33,High,Less than 5,High school,None or 1,Good
A00001313,24,Medium,5 or more,High school,More than 2,Good
A00001314,39,High,5 or more,High school,More than 2,Good
A00001315,49,High,5 or more,College,More than 2,Good
A00001316,45,Medium,5 or more,College,More than 2,Good
A00001317,45,Medium,Less than 5,College,None or 1,Good
A00001318,49,Medium,5 or more,High school,More than 2,Good
A00001319,31,Medium,Less than 5,College,None or 1,Good
A00001320,31,Medium,5 or more,High school,None or 1,Good
A00001321,46,High,5 or more,High school,More than 2,Good
A00001322,42,Low,Less than 5,High school,None or 1,Good
A00001323,30,High,5 or more,College,More than 2,Good
A00001324,40,Medium,5 or more,College,More than 2,Good
A00001325,28,Medium,Less than 5,High school,None or 1,Good
A00001326,49,High,5 or more,High school,More than 2,Good
A00001327,36,High,5 or more,High school,None or 1,Good
A00001328,41,Medium,Less than 5,College,None or 1,Good
A00001329,36,Medium,5 or more,College,More than 2,Good
A00001330,48,High,Less than 5,College,None or 1,Good
A00001331,49,Medium,5 or more,College,More than 2,Good
A00001332,48,Medium,5 or more,College,More than 2,Good
A00001333,47,Medium,Less than 5,College,None or 1,Good
A00001334,41,High,5 or more,High school,None or 1,Good
A00001335,49,High,5 or more,College,More than 2,Good
A00001336,24,Medium,5 or more,High school,More than 2,Good
A00001337,31,High,Less than 5,College,None or 1,Good
A00001338,41,High,Less than 5,College,None or 1,Good
A00001339,45,Medium,5 or more,High school,More than 2,Good
A00001340,45,Medium,Less than 5,High school,More than 2,Good
A00001341,36,Medium,5 or more,College,More than 2,Good
A00001342,30,Low,Less than 5,College,None or 1,Good
A00001343,48,High,5 or more,High school,More than 2,Good
A00001344,28,High,Less than 5,High school,None or 1,Good
A00001345,34,Medium,5 or more,High school,More than 2,Good
A00001346,38,High,5 or more,High school,None or 1,Good
A00001347,36,Medium,Less than 5,College,None or 1,Good
A00001348,31,Medium,5 or more,High school,More than 2,Good
A00001349,44,High,5 or more,High school,More than 2,Good
A00001350,27,Medium,Less than 5,College,None or 1,Good
A00001351,39,Medium,5 or more,College,More than 2,Good
A00001352,39,High,Less than 5,College,More than 2,Good
A00001353,51,Medium,5 or more,High school,More than 2,Good
A00001354,39,High,Less than 5,College,None or 1,Good
A00001355,44,Medium,Less than 5,College,None or 1,Good
A00001356,22,High,Less than 5,College,None or 1,Good
A00001357,31,High,5 or more,High school,None or 1,Good
A00001358,32,High,5 or more,High school,More than 2,Good
A00001359,29,High,5 or more,College,More than 2,Good
A00001360,22,Low,Less than 5,College,None or 1,Good
A00001361,25,Medium,Less than 5,College,None or 1,Good
A00001362,50,Medium,Less than 5,High school,None or 1,Good
A00001363,36,Medium,5 or more,College,More than 2,Good
A00001364,50,Medium,Less than 5,High school,None or 1,Good
A00001365,45,High,5 or more,College,More than 2,Good
A00001366,27,High,5 or more,College,More than 2,Good
A00001367,28,High,Less than 5,College,None or 1,Good
A00001368,25,High,5 or more,College,More than 2,Good
A00001369,48,High,5 or more,High school,More than 2,Good
A00001370,43,High,5 or more,College,More than 2,Good
A00001371,39,Medium,Less than 5,College,None or 1,Good
A00001372,36,High,5 or more,High school,More than 2,Good
A00001373,41,High,5 or more,High school,More than 2,Good
A00001374,37,High,Less than 5,High school,None or 1,Good
A00001375,41,High,Less than 5,College,None or 1,Good
A00001376,35,Medium,5 or more,College,None or 1,Good
A00001377,35,Medium,Less than 5,College,None or 1,Good
A00001378,25,Medium,5 or more,High school,More than 2,Good
A00001379,45,High,5 or more,High school,More than 2,Good
A00001380,25,High,5 or more,High school,More than 2,Good
A00001381,45,High,Less than 5,College,None or 1,Good
A00001382,39,High,5 or more,High school,More than 2,Good
A00001383,25,Medium,Less than 5,High school,None or 1,Good
A00001384,34,High,Less than 5,College,More than 2,Good
A00001385,43,Medium,5 or more,College,More than 2,Good
A00001386,27,High,5 or more,High school,More than 2,Good
A00001387,48,Medium,5 or more,High school,More than 2,Good
A00001388,38,High,5 or more,High school,More than 2,Good
A00001389,31,High,Less than 5,High school,None or 1,Good
A00001390,44,Medium,5 or more,College,More than 2,Good
A00001391,44,Medium,5 or more,College,More than 2,Good
A00001392,38,Medium,Less than 5,College,None or 1,Good
A00001393,46,Low,Less than 5,College,None or 1,Good
A00001394,38,High,Less than 5,College,None or 1,Good
A00001395,36,Medium,5 or more,College,More than 2,Good
A00001396,28,Medium,Less than 5,High school,None or 1,Good
A00001397,21,Medium,5 or more,College,More than 2,Good
A00001398,35,High,5 or more,High school,More than 2,Good
A00001399,42,Low,5 or more,College,None or 1,Good
A00001400,41,Medium,5 or more,College,More than 2,Good
A00001401,48,Medium,5 or more,College,None or 1,Good
A00001402,38,Medium,5 or more,College,More than 2,Good
A00001403,40,High,5 or more,High school,More than 2,Good
A00001404,40,Medium,5 or more,High school,None or 1,Good
A00001405,50,Medium,Less than 5,College,None or 1,Good
A00001406,32,Medium,5 or more,College,None or 1,Good
A00001407,23,Medium,Less than 5,College,More than 2,Good
A00001408,42,High,5 or more,College,More than 2,Good
A00001409,26,Medium,5 or more,High school,More than 2,Good
A00001410,48,High,5 or more,College,None or 1,Good
A00001411,41,Medium,5 or more,High school,More than 2,Good
A00001412,35,Medium,5 or more,College,More than 2,Good
A00001413,43,Medium,Less than 5,College,None or 1,Good
A00001414,30,Medium,Less than 5,College,None or 1,Good
A00001415,22,High,5 or more,High school,More than 2,Good
A00001416,30,High,5 or more,High school,More than 2,Good
A00001417,44,Low,5 or more,College,More than 2,Good
A00001418,39,Medium,Less than 5,College,None or 1,Good
A00001419,29,Medium,5 or more,High school,More than 2,Good
A00001420,51,Medium,5 or more,High school,More than 2,Good
A00001421,38,High,Less than 5,College,None or 1,Good
A00001422,42,High,Less than 5,College,None or 1,Good
A00001423,33,High,Less than 5,College,None or 1,Good
A00001424,35,High,Less than 5,High school,None or 1,Good
A00001425,27,Low,Less than 5,High school,None or 1,Good
A00001426,33,Medium,Less than 5,College,None or 1,Good
A00001427,32,High,Less than 5,College,None or 1,Good
A00001428,46,High,5 or more,College,More than 2,Good
A00001429,35,Medium,5 or more,High school,None or 1,Good
A00001430,48,High,Less than 5,High school,None or 1,Good
A00001431,45,Medium,5 or more,College,More than 2,Good
A00001432,26,Medium,Less than 5,College,None or 1,Good
A00001433,27,High,Less than 5,College,None or 1,Good
A00001434,28,High,5 or more,High school,More than 2,Good
A00001435,39,Medium,5 or more,College,More than 2,Good
A00001436,30,High,5 or more,High school,More than 2,Good
A00001437,36,High,5 or more,College,More than 2,Good
A00001438,50,High,5 or more,High school,More than 2,Good
A00001439,38,Medium,Less than 5,High school,None or 1,Good
A00001440,33,High,5 or more,College,More than 2,Good
A00001441,47,High,5 or more,College,More than 2,Good
A00001442,33,High,Less than 5,College,None or 1,Good
A00001443,47,High,5 or more,College,More than 2,Good
A00001444,23,Low,5 or more,College,More than 2,Good
A00001445,32,Low,Less than 5,College,None or 1,Good
A00001446,35,Medium,5 or more,High school,More than 2,Good
A00001447,47,Low,Less than 5,High school,None or 1,Good
A00001448,26,High,5 or more,College,More than 2,Good
A00001449,31,Medium,5 or more,College,More than 2,Good
A00001450,28,Medium,5 or more,High school,None or 1,Good
A00001451,34,Medium,Less than 5,College,None or 1,Good
A00001452,48,Medium,5 or more,College,More than 2,Good
A00001453,33,High,5 or more,College,More than 2,Good
A00001454,28,Medium,5 or more,High school,More than 2,Good
A00001455,33,Medium,5 or more,College,More than 2,Good
A00001456,40,Medium,Less than 5,College,None or 1,Good
A00001457,28,High,Less than 5,High school,None or 1,Good
A00001458,33,Medium,Less than 5,High school,More than 2,Good
A00001459,56,High,Less than 5,High school,More than 2,Good
A00001460,28,Medium,5 or more,High school,More than 2,Good
A00001461,50,Medium,5 or more,College,More than 2,Good
A00001462,28,Medium,5 or more,High school,More than 2,Good
A00001463,22,High,5 or more,High school,More than 2,Good
A00001464,22,High,5 or more,College,More than 2,Good
A00001465,27,High,Less than 5,High school,None or 1,Good
A00001466,35,Medium,Less than 5,High school,None or 1,Good
A00001467,33,Medium,5 or more,High school,More than 2,Good
A00001468,31,High,5 or more,College,More than 2,Good
A00001469,46,High,Less than 5,High school,None or 1,Good
A00001470,31,Medium,5 or more,College,More than 2,Good
A00001471,43,High,5 or more,College,More than 2,Good
A00001472,37,High,Less than 5,College,None or 1,Good
A00001473,27,Medium,5 or more,College,None or 1,Good
A00001474,22,Low,Less than 5,High school,None or 1,Good
A00001475,50,High,5 or more,High school,More than 2,Good
A00001476,29,Medium,5 or more,High school,More than 2,Good
A00001477,22,High,Less than 5,High school,None or 1,Good
A00001478,39,Medium,5 or more,College,More than 2,Good
A00001479,21,Medium,5 or more,College,More than 2,Good
A00001480,26,High,5 or more,High school,None or 1,Good
A00001481,33,High,5 or more,College,More than 2,Good
A00001482,46,Medium,Less than 5,College,None or 1,Good
A00001483,54,Medium,5 or more,College,More than 2,Good
A00001484,30,Medium,5 or more,High school,More than 2,Good
A00001485,42,High,5 or more,High school,More than 2,Good
A00001486,31,Medium,Less than 5,High school,None or 1,Good
A00001487,39,Medium,5 or more,High school,More than 2,Good
A00001488,20,High,5 or more,College,More than 2,Good
A00001489,60,High,5 or more,College,More than 2,Good
A00001490,29,High,Less than 5,High school,None or 1,Good
A00001491,34,High,5 or more,High school,More than 2,Good
A00001492,22,Medium,5 or more,College,More than 2,Good
A00001493,53,High,Less than 5,High school,None or 1,Good
A00001494,49,High,Less than 5,College,None or 1,Good
A00001495,42,Medium,Less than 5,College,None or 1,Good
A00001496,36,Medium,Less than 5,College,None or 1,Good
A00001497,33,Medium,Less than 5,College,None or 1,Good
A00001498,26,Medium,5 or more,High school,More than 2,Good
A00001499,21,Medium,5 or more,High school,More than 2,Good
A00001500,46,Medium,5 or more,High school,More than 2,Good
A00001501,54,High,5 or more,High school,More than 2,Good
A00001502,44,Medium,5 or more,College,None or 1,Good
A00001503,32,High,Less than 5,College,More than 2,Good
A00001504,34,Medium,Less than 5,High school,More than 2,Good
A00001505,27,Medium,Less than 5,High school,None or 1,Good
A00001506,39,Medium,Less than 5,College,None or 1,Good
A00001507,57,High,5 or more,College,More than 2,Good
A00001508,29,,5 or more,College,More than 2,Good
A00001509,50,Medium,Less than 5,College,None or 1,Good
A00001510,57,High,5 or more,High school,None or 1,Good
A00001511,47,Low,5 or more,High school,More than 2,Good
A00001512,62,Medium,5 or more,High school,None or 1,Good
A00001513,40,Medium,5 or more,College,More than 2,Good
A00001514,43,High,5 or more,College,More than 2,Good
A00001515,36,Medium,5 or more,College,None or 1,Good
A00001516,25,High,Less than 5,High school,None or 1,Good
A00001517,40,Medium,5 or more,College,More than 2,Good
A00001518,39,High,Less than 5,College,None or 1,Good
A00001519,47,High,Less than 5,High school,None or 1,Good
A00001520,26,Medium,5 or more,College,More than 2,Good
A00001521,40,Medium,5 or more,High school,More than 2,Good
A00001522,38,Medium,5 or more,High school,More than 2,Good
A00001523,38,Medium,Less than 5,High school,None or 1,Good
A00001524,36,Medium,5 or more,College,More than 2,Good
A00001525,45,High,5 or more,College,More than 2,Good
A00001526,47,High,5 or more,High school,More than 2,Good
A00001527,28,High,Less than 5,College,None or 1,Good
A00001528,43,High,Less than 5,College,None or 1,Good
A00001529,44,Medium,5 or more,High school,More than 2,Good
A00001530,38,High,5 or more,College,More than 2,Good
A00001531,38,High,Less than 5,High school,None or 1,Good
A00001532,27,High,5 or more,High school,More than 2,Good
A00001533,26,High,5 or more,College,More than 2,Good
A00001534,39,High,Less than 5,College,None or 1,Good
A00001535,32,High,5 or more,College,More than 2,Good
A00001536,34,High,Less than 5,College,None or 1,Good
A00001537,34,High,Less than 5,College,None or 1,Good
A00001538,32,High,Less than 5,College,None or 1,Good
A00001539,30,High,5 or more,College,More than 2,Good
A00001540,24,High,5 or more,High school,More than 2,Good
A00001541,25,Medium,Less than 5,High school,More than 2,Good
A00001542,38,High,5 or more,College,More than 2,Good
A00001543,41,High,5 or more,High school,More than 2,Good
A00001544,38,Medium,Less than 5,College,None or 1,Good
A00001545,42,Medium,Less than 5,High school,None or 1,Good
A00001546,28,Medium,Less than 5,High school,None or 1,Good
A00001547,33,High,Less than 5,College,More than 2,Good
A00001548,41,High,Less than 5,College,None or 1,Good
A00001549,39,High,5 or more,High school,More than 2,Good
A00001550,42,High,5 or more,College,None or 1,Good
A00001551,46,High,5 or more,College,More than 2,Good
A00001552,31,High,Less than 5,High school,None or 1,Good
A00001553,41,High,5 or more,High school,More than 2,Good
A00001554,24,Medium,Less than 5,High school,None or 1,Good
A00001555,30,Medium,5 or more,College,More than 2,Good
A00001556,27,Medium,Less than 5,High school,More than 2,Good
A00001557,21,Medium,5 or more,College,More than 2,Good
A00001558,34,Medium,Less than 5,High school,None or 1,Good
A00001559,39,High,Less than 5,High school,None or 1,Good
A00001560,29,High,Less than 5,High school,None or 1,Good
A00001561,29,High,Less than 5,College,None or 1,Good
A00001562,40,Medium,5 or more,High school,More than 2,Good
A00001563,35,Medium,Less than 5,College,None or 1,Good
A00001564,31,Medium,5 or more,High school,More than 2,Good
A00001565,40,Medium,Less than 5,College,More than 2,Good
A00001566,28,High,Less than 5,College,None or 1,Good
A00001567,48,Medium,5 or more,College,More than 2,Good
A00001568,38,High,Less than 5,College,More than 2,Good
A00001569,31,Medium,Less than 5,College,None or 1,Good
A00001570,25,High,Less than 5,High school,None or 1,Good
A00001571,28,Medium,Less than 5,High school,None or 1,Good
A00001572,35,Medium,5 or more,College,More than 2,Good
A00001573,35,High,Less than 5,High school,None or 1,Good
